id,tweet,label
`5.80E+17,kevin vickers head security parliament amp yr vet rcmp credited taking shooter ottawa httptcolpaukiqwvi,rumor
`5.80E+17,stay safe ottawa stay strong canada,non-rumor
`5.80E+17,sending love amp support hometown ottawa canada pls everyone safe thinking u,non-rumor
`5.80E+17,days like today make us realize hockey game ottawa safe,non-rumor
`5.80E+17,prayers ottawa,non-rumor
`5.80E+17,may want stop take deep breath tweeting insults parliamentarians reporters ottawa today ok,non-rumor
`5.80E+17,public servants asked stay inside buildings active shooter investigation continues ottawa cbcott ottnews,non-rumor
`5.80E+17,canadian soldier shot ottawa reservist hamilton httptcomtyfpfqljy hamont canpoli ottawashooting httptcogeeqsng1mi,rumor
`5.80E+17,pic conservative mp nina grewal caucus getting lot attn twitter grahamctv ottawashooting httptcovauaopcjrd,non-rumor
`5.80E+17,anyone downtown ottawa reminded stay inside away roofs windows doors please stay safe cbcott ottnews,non-rumor
`5.80E+17,breaking canadian embassy washington dc locked precaution ottawashooting httptcofut4tjg3sb httptcoidzuwnhoim,non-rumor
`5.80E+17,ottawa police confirm looking one suspect parliament hill shooting httptco1ckihwuczl,rumor
`5.80E+17,refuse silenced ontario premier kathleen wynne defiant face ottawa shooting httptcoy03rcs0loz httptco9o4cc8wbpk,non-rumor
`5.80E+17,mycanada passing woman valiantly tries save hamilton reservist shot ottawa ottawashooting httptco0uhedcaylc,rumor
`5.80E+17,ottawa police confirm cbcnews still seeking suspects shootings parliament hill war memorial nearby mall,rumor
`5.80E+17,canadian authorities aware potential isisstyle attacks weekshttptcoaemhminjxm ottawashooting httptcotdl4wl1lfl,rumor
`5.80E+17,tip sheet helping kids cope media coverage war traumatic events httptco6nvm8bwgop ottawashooting httptcosscghn9poe,non-rumor
`5.80E+17,events like todays ottawa rare impact us tips help support children httptcowrbmvjfgwd,non-rumor
`5.80E+17,security bulletin parliament hill ottawa httptco79dhcpi530,non-rumor
`5.80E+17,breaking minister employment jason kenney confirms soldier shot ottawa dead httptcolktcyy4qry httptcoconhvf3dyu,rumor
`5.80E+17,thoughts city ottawa affected todays events safe,non-rumor
`5.80E+17,kevin vickers sergeantatarms reportedly killed shooter inside parliament buildings ottawa httptcorura9tozpu,rumor
`5.80E+17,photo parliament hill caucus room barricaded furniture due active shooter situation httptco8pvyx8s91t httptco6chbf5ksme,non-rumor
`5.80E+17,idea responsible ottawashooting instant commentators talking isis please stop politics fear,non-rumor
`5.80E+17,breaking canada soldier shot near parliament died official says,rumor
`5.80E+17,hero affanchowdhry kevin vickers head security parliament credited taking shooter ottawa httptcorvyete0kyq,rumor
`5.80E+17,breaking news one soldier died ottawa shooting suspects still large httptcolxfiyavimz,rumor
`5.80E+17,thoughts prayers go everyone downtown ottawa right prayforottawa special thanks officers protecting us,non-rumor
`5.80E+17,norad gone high alert posture result shootings ottawa us military officials say jimmiklaszewski,rumor
`5.80E+17,stay strong canada ottawashooting httptco7gvwfxh0ac,non-rumor
`5.80E+17,makes sad whats going ottawa right thoughts prays everyone involved everybody stay safe,non-rumor
`5.80E+17,afp official says canadian soldier died shot ottawashooting,rumor
`5.80E+17,stunning photos ottawa httptcoxqtgz88sg9 httptcobdhffala9l,non-rumor
`5.80E+17,breaking kenneyjason confirms soldier shot morning died parliamentary guard also wounded ottawashooting,rumor
`5.80E+17,breaking update canadian soldier injured parliament hill shooting dies httptcozp9akplh9p ottawa,rumor
`5.80E+17,admire way canadians responding ottawashooting keeping focus victims rather perpetrators,non-rumor
`5.80E+17,thoughts prayers affected shootings ottawa stay safe prayforottawa,non-rumor
`5.80E+17,watch sounds apparent gunfire inside halls canadas parliament hill httptcokzoom96nel httptcowozpsb6dxi,rumor
`5.80E+17,canadas minister employment jason kenney says soldier shot ottawa died torontostar httptcoyxhpfmqgic,rumor
`5.80E+17,thinking laytons words love better anger hope better fear optimism better despair ottawashooting,non-rumor
