id,tweet,label
5.8e+17,breaking news germanwings airbus a320 carrying people board crashed officials say httptcopkiivwkpwu,rumor
5.8e+17,dark day us germanwings plane crash confirmed says lufthansa httptcozoav2dq617,non-rumor
5.8e+17,germanwings airbus first crash airliner french soil since concorde disaster httptcoke109w7cft httptcolkpunuqnsu,non-rumor
5.81e+17,evidence indicates copilot airbus machine months break training pilot germanwings converted islam,rumor
5.81e+17,cap liability airline prove without fault aviation attorney justin green germanwings httptcol14sbzkwga,non-rumor
5.8e+17,learned plane crash 4u9525 france thoughts w families passengers eu services assist investigation,non-rumor
5.8e+17,breaking germanwings airbus a320 plane crashed southern france police aviation officials say,rumor
5.81e+17,look obama cut taxes rich theyd buy private jets flight safety would trickle germanwings,non-rumor
5.8e+17,germanwings a320 plane crashed alps make distress call cnns french affiliate says httptco90w6vc2vbf,rumor
5.8e+17,pilot send sos message saying plane distress billneelynbc reporting germanwings plane crash,rumor
5.8e+17,airline germanwings says passengers six crew board plane crashed near digne,rumor
5.8e+17,know germanwings crash far httptcog8jyreggrc httptcoumwnhdt8hh,non-rumor
5.8e+17,breaking hollande expresses solidarity families a320 airbus victims germanwings httptcogkbze2mtkx httptco1jncosts1q,non-rumor
5.8e+17,reports moving body amidst germanwings wreckage a320 httptcoglmusapbgo httptcows2m4ycly3,rumor
5.81e+17,german news website claims germanwings copilot andreaslubitz muslim convert httptco4phwrsrxwu,rumor
5.8e+17,french prime minister confirming plane crash via afneil 4u9525,rumor
5.81e+17,photo german copilot andreas lubitz seems crashed germanwings flight purpose httptco3msyxvnf3p,rumor
5.8e+17,germanwings spokesman confirms two babies among board flight crashed french alps httptconpoy1k5huo,rumor
5.8e+17,last position germanwings a320 via flightradar24 httptcokj5f9vlnqs,non-rumor
5.8e+17,live french airforce c still area germanwings crash httptcowfg8ktsve2 httptcojkmsj8wl7p,non-rumor
5.81e+17,breaking copilot muslim convert httptcoowhyzxnvn9,rumor
5.8e+17,breaking last positions germanwings flight plotted map httptcowrydexwnpv planefinder,non-rumor
5.8e+17,feared dead germanwings airbus crash live coverage httptcojk9jzjl7tp httptcoygckhyntoq,non-rumor
5.8e+17,update crash germanwings 4u9525 crash a320 disappeared utc radar httptcogrujocxkr9 httptcohwrvdd24ac,rumor
5.8e+17,french interior ministry debris germanwings airbus a320 4u9525 000m altitude httptco8upmsinqkx httptcomiu94nhnbr,non-rumor
5.8e+17,french air force boeing c135fr stratotanker flying 4u9525 crash site httptcohv3kjz28a9 httptcoeql9ysuixn,non-rumor
5.8e+17,germanwings change logo grey white sign mourning 4u9525httptconk5u1gphxl httptcofzrvgy5p7w,non-rumor
5.81e+17,copilot fresh convert httptcopaakwfhdg3,rumor
5.81e+17,copilot rammed germanwings plane french alps previously battled depression httptcopsbntxo5av,rumor
5.81e+17,breaking german media report germanwings copilot serious depressive episode httptco9asvpxukv8,rumor
5.8e+17,breaking lufthansa germanwings lufthansade changed logos blac mark respect httptcoanst3o0yxm flightc,non-rumor
5.8e+17,everything know germanwings plane crash france httptcoo0zsgb1lqq httptcon4ttbxloy4,non-rumor
5.8e+17,people board germanwings airbus a320 crashed southern france,rumor
5.8e+17,germanwings flight 4u9525 barcelona dusseldorf crashed french alpshttptcofhox6q0ghtrip httptcoouohjrhxko,non-rumor
5.8e+17,survivors expected airbus a320 crash french president says httptco5vmbfiglj2 germanwings httptcosomzfcrxmr,non-rumor
5.81e+17,german pinews magazine reporting germanwings copilot recent convert islamread httptco6ann7rquz6 httptcou9ggryxnvd,rumor
5.8e+17,breaking a320 owned lufthansa affiliate germanwings travelling barcelona dusseldorf went french alps,rumor
5.81e+17,recovered black box shows pilot locked germanwings cockpit crash httptcoac6ada5nkl httptcobxgmnjegew,rumor
5.8e+17,germanwings crash french interior minister bernard cazeneuve says debris plane already found httptcohhgn2s6out,non-rumor
5.8e+17,germanwings a320 airbus yrs old first flight november httptcozu6hn03xzu 4u9525 httptcopicb9shvf2,non-rumor
5.8e+17,french president survivors likely germanwings crash httptcozcvyx4b1lq,rumor
5.8e+17,dreadful news germanwings crash impossible tell cause flightradar info lets speculate thoughts families,non-rumor
5.8e+17,heart goes passengers crew germanwings airbus a320 crashed french alps southern france httptcok7fmjlrt4g,rumor
5.8e+17,french president hollande says expects survivors germanwings plane crash passengers reportedly onboard,rumor
5.82e+17,wakeupamerica copilot muslim convert httptcoryfqtvbyblseanhannity greta act4america krisparonto jgilliamseal,rumor
5.8e+17,last position germanwings flight 4u9525 utchttptcofhox6q0ght httptco72pxgkolrm,rumor
5.8e+17,fears confirmed dark day lufthansa says ceo germanwings parent company crash httptcotjvccjsy4g,non-rumor
5.81e+17,rt khjelmgaard german media reporting andreaslubitz serious depressive episode six years ago httptcomudmhpz2ro germanwings,rumor
5.8e+17,thoughts prayers families relatives germanwings airbus a320 plane crash two babies children among dead,rumor
5.8e+17,latest germanwings crash pilots signaled dropping midair airline ceo calls dark day httptcos5czownn2t,rumor
5.81e+17,germanwings copilot suffered serious depression years ago german newspaper httptcolxdzbdndmb httptcoytundhyejy,rumor
5.81e+17,muslim convert german news website httptcoszqq0pkwm1 claims andreas lubitz muslim convert httptconx2cxzgijr,rumor
5.8e+17,4u9525 update people board passengers crew members httptcoccqwjzwpyz,rumor
5.81e+17,germanwings black box data released hrs mh17 data released months whyhttptcozana7mxvng httptcou94wb4f8uu,non-rumor
5.8e+17,must confirm deepest regret germanwings flight 4u barcelona dsseldorf suffered accident,rumor
5.8e+17,lufthansa germanwings established telephone hotline tollfree number available families,non-rumor
5.8e+17,tracking data shows descent 4u9525 aggressive full freefall image via planefinderhttptcovv6lpavase,rumor
5.81e+17,ap10things know fri turmoil escalates yemen airlines responding germanwings crash httptcofhfmjtsnpm,non-rumor
5.8e+17,sincere condolences families friends perished terrible air catastrophe flight 4u9525,non-rumor
5.8e+17,germanwings airbus a320 flight travelling spain germany crashed httptcoedoh4had7w httptcoodxfhtawy9,non-rumor
5.8e+17,update french president franois hollande said survivors expected germanwings plane crash france 9news,rumor
5.8e+17,know far germanwings airbusa320 crash bbcs christianfraserhttpstcozromvzn8ko,non-rumor
5.81e+17,httptcovppjaceoql plane crash planecrash report pilot locked cockpit germanwings crash httptco8iymlefx69,rumor
5.8e+17,a320 search amp rescue teams said heading crash site molansrevel french alpsgermanwings httptcogkbze2mtkx,non-rumor
5.8e+17,4u9525 took eight minutes descend feet impact says germanwings ceo winkelmann,rumor
5.8e+17,germanwings airbus a320 crashes french alps live updates httptcozchyzhuq6y,non-rumor
5.81e+17,rt sponkymusiclady especially sent families germanwings terrorist attack httptcoqtatlbd0rr,non-rumor
5.8e+17,ive heard news germanwings plane crashthoughts go involved,non-rumor
5.8e+17,germanwings flight 4u9525 crashes french alps dark day lufthansa 4u9525 fears realised live httptco9la7dyrcuz,non-rumor
5.8e+17,catastrophes happenawful news germanwings plane crashed thoughts affected sad indeed,non-rumor
5.8e+17,breaking german air traffic control confirms nbc news germanwings flight crashed france httptcoqbf4skltcx,rumor
5.8e+17,tracking helicopters area 4u9525 went httptcoylsf3zhgya,non-rumor
5.8e+17,breaking germanwings airplane crashes french alps passengers httptcov44gsbmto0 httptcoi3t8rnan5b,rumor
5.81e+17,video shows cockpit door crashed germanwings plane designed work httptcoiztw2ehhnn httptcon5u9cxvru9,non-rumor
5.8e+17,update germanwings crash 3d flight path flightaware httptcowfg8ktsve2 httptcod4eu3xldy2,non-rumor
5.8e+17,survivors germanwings crash alps french transport minister says httptcoiw1qlzjqkw httptcoq0ssqcskp2,non-rumor
5.8e+17,breaking helicopter located airbus a320 crash scene officials germanwings a320 httptcojldcz6ahfr,non-rumor
5.8e+17,last position data flight 4u9525 directly flightradar24 database httptcocig7ogxqm8,non-rumor
5.8e+17,4u9525 airbus plunged rate feet per minute crashing pollyraviation,rumor
5.81e+17,breaking germanwings crash victims include german citizens spaniards americans per ceo via ap,rumor
5.8e+17,fox news alert gregpalkot breaking details germanwings crashhttpstcoiznwpmefut,non-rumor
5.81e+17,report germanwings copilot treated depression httptcoewynij23a2,rumor
5.8e+17,rip passengers aboard germanwings flight france today amp love families amp friends,non-rumor
5.8e+17,flightradar24 planes last position 4u9525 httpstcokffo4s4n6g,non-rumor
5.8e+17,helicopters emergency vehicles arriving southern france germanwings httptco2ry7itpo4l,non-rumor
5.8e+17,breaking lufthansas germanwings plane crashes southern france report,rumor
5.8e+17,a320 germanwings barcelona dusseldorf crashed french alps near digne les bains,rumor
5.8e+17,germanwings plane believed crashed shortly distress call reporting abnormal situation httptcomlltayvg1m,rumor
5.8e+17,germanwings says confirm brief distress signal made flight 4u9525 crashed httptcopbr82b0eul,rumor
5.81e+17,german news report copilot germanwings airbus muslim convert hero islamic state httptcopw2kxje31m via gatewaypundit,rumor
5.8e+17,thoughts prayers deepest condolences go passengers families flight 4u9525 httptcopinxbaqc5f,non-rumor
5.8e+17,crash pilots germanwings a320 reported emergency local time descended rapidly feet httptcocwf82tkuvg,rumor
5.8e+17,rt flightradar24 playback flight 4u9525 speed altitude graph available httptconghgfs1e0a httptco9wogkx8rgt,non-rumor
5.81e+17,copilot deliberately crashed germanwings plane killing people yet indication act terrorism pftt,non-rumor
5.8e+17,news emergency emergency final distress call sent cockpit flight 4u9525 pollyraviation,rumor
5.8e+17,location germanwings plane crash httptco9a9zldn4o7,non-rumor
5.81e+17,questions germanwings crash cnn experts answer germanwingsqs httptcoexkydn7mrdhttpstcodchp07so0w,non-rumor
5.8e+17,breaking airbus a320 passengers crew members crashes digne france 4u9525 httptcoxtmaa9mav2 httptcoadaeppzdmy,rumor
5.8e+17,survivors germanwings plane en route barcelona spain duesseldorf germany click httptcox0fvj9xpyu,non-rumor
5.81e+17,memo ronfournier owe jimgeraghty apologygerman news copilot germanwings airbus muslim convert,rumor
5.8e+17,developing flight log gwi9525s airbus a320 last recorded movements germanwings httptcogkbze2mtkx,non-rumor
5.8e+17,photo area 4u9525 crashed pradshautebleone httptcoa3lu8sd5tw l0gg0l,non-rumor
5.8e+17,update yesterday 4u9525 took exactly route planefinder httptcowfg8ktsve2 httptcouylwpjarj5,non-rumor
5.8e+17,photos show emergency services french alps germanwings crash httptcoteojxjobmx httptcoeavyroxyz0,non-rumor
5.8e+17,full csv file positions altitude flight 4u9525 httptcokq2hmctkex httptcovojphryr29,non-rumor
5.8e+17,malaysia indonesia yet recover mh370 mh17 qz8501 prayers families aboard germanwings 4u9525,non-rumor
5.8e+17,watch live france coverage germanwings plane crash httptcomen3st6iwx httptcoe9rxyc7w6m,non-rumor
5.8e+17,germanwings airbus a320 crashes french alps flightradar data shows flight 4u9525 rapid descent httptcowcnahoncnq,rumor
5.81e+17,report copilot locked cockpit fatal plane crash httptcoaxgquacv2e germanwings httptcot80l7bhxx6,rumor
5.81e+17,germanwings could face enormous legal liabilities crash killed people httptco3nv929p1uc,non-rumor
5.8e+17,twinengine airbus a320 considered among reliable aircraft httptco9fkd9fpd3e germanwings httptcor9ag4dgnid,non-rumor
5.81e+17,cliffs germanwings rescuers seynelesalpes brand new hour ac360 begins httptcocvhaxykur9,non-rumor
5.8e+17,breaking germanwings ceo plane went minute descent crashing,rumor
5.8e+17,follows info reported german plane crash france lufthansa airbus eciotti germanwings httptcoelbp57fxxw,non-rumor
5.81e+17,germanwings ceo says germans spanish citizens two americans aboard plane crashed france httptcojsc0iwmqju,rumor
5.8e+17,thoughts passengers crews families difficult moment germanwings,non-rumor
5.8e+17,germanwings airbus a320 crashes french alps near digne httptcoynlwbnjmyi,rumor
5.8e+17,germanwings flight crashed french alps passengers crew board airlines ceo says httptcoeokw9foij4 a320,non-rumor
5.8e+17,breaking update afp aviation official says germanwings crew send distress signal via bbcbreaking flightcrisis,rumor
5.8e+17,breaking germanwings jetliner crashed southeastern france according officials board feared dead,rumor
5.8e+17,breaking germanwings airbus a320 crashed french alps near digne ahronyoung,rumor
5.8e+17,board passengers pilots flight attendantsspiegelenglish corriereit germanwings httptcovt9w6qumja,rumor
5.81e+17,nytimes reports germanwings pilot locked cockpit amp could get back crash ac360 begins httptcovxigiuhuds,rumor
5.8e+17,nightmare thoughts go victims family friends rip 4u9525 mh370 mh17 ge235 qz8501 ah5017 toomanycrashes,non-rumor
5.8e+17,lufthansa germanwings established telephone hotline tollfree number available families,non-rumor
5.8e+17,cnn france24 anchor asking whether normal planes would fly mountains 4u9525 httptcofr6egjbfkq,non-rumor
5.8e+17,germanwings a320 plane crashes southern france french prime minister says soon httptcocbkn5dn40h,rumor
5.81e+17,andreas lubitiz deemed unsuitable flight duties training germanwings httptconk5ggyuxaa httptcohqpkzd4dsi,rumor
5.8e+17,hearing passengers crew board a320 crashed southern french alps germanwings flight bbcworld,rumor
5.81e+17,theres black box human says milesobrien germanwings crash httptcorvgxkdbmkf,non-rumor
5.8e+17,french pm says fears aboard germanwings airbus a320 jetliner may dead httptcoajji9cn1w2httpstco8q1zcyzhn5,non-rumor
5.8e+17,germanwings crash plane lost signal feet flight radar shows httptcoajqxaenysb httptcocgu1gqkyqk,rumor
5.8e+17,airbus a320 crashed southern france operated germanwings carrying passengers pilots crew httptcoxwkpmoftd9,rumor
5.8e+17,thoughts families friends aboard germanwings flight,non-rumor
5.8e+17,people board germanwings plane crashed french alps heres know far httptco5szvpg9xfr,rumor
5.81e+17,breaking newsgermanwings copilot recent convert islamhttptcofwf86td88b httptcodjkzng2pim,rumor
5.81e+17,germanwings copilot muslim could terrorist depressed httptcoyszzpyhuwb,rumor
5.8e+17,update germanwings a320 barcelona dusseldorf sent distress call local time skymarkwhite,rumor
5.8e+17,singleaisle airbus a320s workhorses global fleet amp proliferate across european skies 4u9525 httptcope6ocmiy0q,non-rumor
5.8e+17,last position reports germanwings plane shows rapid descent httptcoohjaeeyvok,rumor
5.81e+17,horror sound lubitz breathing pgourevitch germanwings crash httptcoek1hizwr4p,non-rumor
5.81e+17,relatives died board germanwings flight gathered near crash site httptcoyrdzjge5pu httptcoq9s8fz2soj,non-rumor
5.81e+17,copilot germanwings airbus convert islam became fidain httptcoqr1inwtxuh,rumor
5.8e+17,breaking germanwings confirms pax crew board flightcrisis,rumor
5.8e+17,a320 germanwings flight 4u9525 registration daipx lost flightradar24 feet utc time httptco5gv9lxjzw8,rumor
5.8e+17,update firefighters policemen way crash site httptcowkhajih6pq germanwings 4u9525,non-rumor
5.82e+17,breaking german media site says germanwings copilot muslim convert httptcobtkvclmn60 via anyclinic,rumor
5.8e+17,seeing painful speculation early little known stay calm care victims families gather true info 4u9525,non-rumor
5.81e+17,news germanwings copilot andreas lubitz serious depressive episode bild newspaper 4u9525 httptcobv21wxdxdb,rumor
5.8e+17,airbus passenger plane crashed french alps said belong lufthansa subsidiary germanwings flying barcelonedusseldorf,rumor
5.8e+17,breaking video germanwings 4u9525 crash area httptcowfg8ktsve2 httptcosxs0ktx3b3,non-rumor
5.8e+17,germanwings plane crash know far httptcoq1i8tkghmf httptcolywc9mhpgj,non-rumor
5.81e+17,breaking name copilot crashed germanwings flight andreas lubitz,rumor
5.8e+17,breaking authorities confirm last words germanwings 4u9525 a320 distress call emergency emergency httptcowfg8ktsve2,rumor
5.81e+17,developing pilot locked cockpit germanwings alps crash report httptcoccqptooqtn httptcoxlnxg8rz3v,rumor
5.8e+17,4u9525 jet belonged germanwings lowcost authorities confrm crash debris found httptcozu6hn03xzu httptco0ywienatjt,non-rumor
5.8e+17,germanwings hold press conference 10a et latest details plane crash httptcowbsvfohd3z httptcocbpbxwht1z,non-rumor
5.81e+17,pilot germanwings airbus muslim convert hero islamic state httptcoo7h6ouefjd via gatewaypundit httptcogldwraposj,rumor
5.8e+17,unconfirmed image reportedly local newspaper le dauphine also circulating 4u9525 httptcozuekdryrpm,non-rumor
5.8e+17,thoughts amp prayers loved ones passengers onboard germanwings 4u9525 airbusa320 horrendous tragedy,non-rumor
5.81e+17,one pilot locked cockpit germanwings flight 4u9525 crashed killing httptcoa7thsq3ea8,rumor
5.81e+17,germanwings flight copilot crashed plane prayers go families httptco9ek6j6hnms httptcoxj9awb6trh,non-rumor
5.8e+17,breaking got reports crash could airbus a320 germanwings barcelona dusseldorf,rumor
5.8e+17,germanwings flight 4u9525 crashes french alps plane low altitude mayday call received live httptcozviqibyimm,rumor
5.8e+17,frances interior ministry says debris located meters altitude french alps airbus a320 germanwings,non-rumor
5.81e+17,breaking germanwings 4u9525 copilots name andreas lubitz german national says marseilles prosecutor,rumor
5.8e+17,received news germanwings airbus a320 plane crashed southern france carrying passengers amp crew onboard,rumor
5.8e+17,lufthansa tweets germanwings 4u9525 crash live updates httptcozu6hn03xzu httptcok0jblmv84k,non-rumor
5.81e+17,german news copilot germanwings airbus muslim convert muslim trusted near airplane,rumor
5.8e+17,know germanwings airbus a320 plane crash far httptcodsznmtglun httptco0x1mgybyk8,non-rumor
5.81e+17,copilot germanwings plans andreas guenter lubitz appeared want destroy plane french prosecutor says,rumor
5.8e+17,debris germanwings crash already found says french interior minister httptcoq1i8tkghmf httptcoozzrbmldd8,non-rumor
5.81e+17,copilot germanwings airbus convert islam httptco7mhphg5air rednationrising,rumor
5.8e+17,last known position germanwings flight httptcom9zf6fy8yk httptcowc8gkpxuac,non-rumor
5.8e+17,breaking emergency units staging seynelesalpes near 4u9525 crash site aviaponcho httptcowfg8ktsve2 httptconahq3miolz,non-rumor
5.8e+17,know germanwings flight 4u9525 httptco9ov6x1lrrf httptcozfahuwpx4b,non-rumor
5.8e+17,germanwings plane crashes southern france httptcoy4vqlg5rl8,non-rumor
5.8e+17,germanwings 4u9525 crash amp response sites amp live updates amp reactions httptcozu6hn03xzu httptcoejied1gwxq,non-rumor
5.81e+17,germanwings crash different scenarios unlock lock cockpit door httptcowzpdg4wfy1 httptcobka6z48jhw,non-rumor
5.8e+17,breaking 4c germanwings crash site snow wind expected mins httptcowfg8ktsve2 httptconm3jrsz5da,non-rumor
5.8e+17,update survivors expected among people aboard germanwings plane httptcohd7zdujth4 httptcoiibvtbuiqz,rumor
5.8e+17,schoolchildren two teachers may crashed germanwings plane german town haltern httptcoxnjbpx64f8,rumor
5.8e+17,latest germanwings crash correspondent hesamuel httptcoq1i8tkghmf httptcojbplikz6ew,non-rumor
5.8e+17,germanwings plane crash airbus a320 crashes french alps board latest updates httptco5k1zxwqxh0 httptcovzstx3iozk,rumor
5.8e+17,breaking germanwings a320 crashed french alps passengers board 9newsaus,rumor
5.8e+17,speed altitude graph 4u9525 flightradar24 scary stuff shows impacted ground 400kts httptco2zybh4miih,non-rumor
5.8e+17,people board plane crashed france today germanwings ceo says httptcohahu3mmimf httptcoqfcbhpwsji,rumor
5.8e+17,family members victims germanwings crash arrive barcelonas el prat airport httptcowf2xonhznq httptcocbdpm6jihv,non-rumor
5.81e+17,breaking name copilot crashed germanwings flight 4u9525 german named andreas lubitz httptcoyeiso3yzop,rumor
5.81e+17,andreas lubitz copilot apparently deliberately crashed germanwings yrs old reason prosecutor says,rumor
5.8e+17,last radar contact a320 germanwings plane httptcoajdudfmgav httptcoytvgpmkmfh,non-rumor
5.8e+17,latest airline germanwings says passengers six crew aboard plane crashed httptcoiwith21l6h,rumor
5.8e+17,germanwings crash accident happened zone particularly hard access httptcoon24gtcyyv,non-rumor
5.81e+17,germanwings copilot recent muslim convert well psychiatric patient isis lauding hero httptcoj29y3tdjop,rumor
5.81e+17,know far germanwings crash httptcoev7pqabbtz httptcoq7wy7ger82,non-rumor
5.8e+17,todays flight path 4u9525 exactly matching yesterdays flight path moment signal lost httptcoec62sfy9ga,non-rumor
5.8e+17,airplane crash germanwings httptcowtw1f2krsy,non-rumor
5.8e+17,airbus a320 lost flightradar24 feet utc time germanwings httptcowkhajih6pq httptcon4vtej13ff,rumor
5.8e+17,breaking feared dead crashed germanwings flight httptcobnegqsxbfl,rumor
5.8e+17,french junior minister transport alain vidalies confirms survivors germanwings a320 crash httptcozliz1oy8wf,rumor
5.8e+17,germanwings update airbus a320 crashes french alps barcelonatodusseldorf flight passengers amp crew members,rumor
5.8e+17,praying germanwings a320 passengers amp families gt httptcoug4ulnf6xlgermanwings a320,non-rumor
5.8e+17,breaking germanwings crew send distress signal aviation official,rumor
5.81e+17,andreas lubitz copilot brought germanwings flight intentionally recently commended faa httptco8dayq8vakf,rumor
5.8e+17,update crash know germanwings 4u9525 airbus a320 plane crash far httptcoah5h6qxirp,non-rumor
5.8e+17,german airbus a320 plane crashes people deadhttpstco94ooosssvv4u9525 germanwings germanwingscrash airbus320 planecrash,rumor
5.8e+17,survivors germanwings crash says french transport minister adding crashed pilot issued distress signal good weather,rumor
5.81e+17,emergency meeting ansar ansar amp ansar lawyers discredit news germanwings copilot muslim convert,rumor
5.8e+17,french pm france plunged deep sadness compassion solidarity victims families germanwings,non-rumor
5.8e+17,deepest condolences families victims flight crashed france morning httptco4tixfkkrhj germanwings,non-rumor
5.8e+17,people feared dead germanwings airbus crash france httptcouuk7f3usvp httptcoy7e55cww7b,rumor
5.8e+17,germanwings flight 4u9525 barcelona dusseldorf crashed southern france httptco0csh1me9e8 9news httptcoignr19xh4q,non-rumor
5.8e+17,family friends flight 4u9525 prayers may god take care,non-rumor
5.8e+17,airbus a320 plane operated germanwings crashed france near digne les bains french prime minister says httptcoiwelbpmihs,non-rumor
5.8e+17,sad news plane crashed southern france httptco2k5cklkrzz germanwings,rumor
5.8e+17,french pm fears passengers died germanwings flight 4u9525 crashed french alpsairbus a320 httptcohpcgztf2qd,rumor
5.81e+17,names pilots rumored patrick sonderheimer copilot andreas lubitz formal confirmation yet germanwings,rumor
5.8e+17,germanwings airbus way barcelona dusseldorf disappeared radar 11am local time httptcozpzv2kfigr,non-rumor
5.8e+17,german wings airline tweeting reports plane crashing french alps board germanwings httptcosqurmcvnkt,rumor
5.81e+17,german news report copilot germanwings airbus muslim convert hero islamic state httptcojdz3vzuo2k httptconqhmagt6mf,rumor
5.8e+17,breaking distress call linked germanwings jet came air traffic control plane aviation official httptcoeokw9foij4,rumor
